0 , 1.37109375
10 , 1.16015625
20 , 1.21875
30 , 1.19140625
40 , 1.4609375
50 , 1.55078125
60 , 1.78125
70 , 1.80078125
80 , 1.828125
90 , 1.69921875
100 , 1.58984375
110 , 1.421875
120 , 1.28125
130 , 1.390625
140 , 1.328125
150 , 1.26953125
160 , 1.23046875
170 , 1.12109375
180 , 0.94140625
190 , 0.80078125
200 , 0.6796875
210 , 0.5703125
220 , 0.48046875
230 , 0.41015625
240 , 0.3515625
250 , 0.2890625
260 , 0.328125
270 , 0.578125
280 , 0.640625
290 , 0.69921875
300 , 0.75
310 , 0.9296875
320 , 0.94140625
330 , 0.94921875
340 , 1.109375
350 , 0.94140625
360 , 0.7890625
370 , 0.671875
380 , 0.5703125
390 , 0.48046875
400 , 0.3984375
410 , 0.33984375
420 , 0.2890625
430 , 0.3984375
440 , 0.71875
450 , 0.9296875
460 , 1.08984375
470 , 1.0703125
480 , 1.21875
490 , 1.19140625
500 , 1.16015625
510 , 1.2890625
520 , 1.25
530 , 1.2109375
540 , 1.1796875
550 , 1.1484375
560 , 0.96875
570 , 0.8203125
580 , 0.69921875
590 , 0.58984375
600 , 0.5
610 , 0.421875
620 , 0.359375
630 , 0.30078125
640 , 0.25
650 , 0.2109375
660 , 0.1796875
670 , 0.1484375
680 , 0.12890625
690 , 0.26171875
700 , 0.37890625
710 , 0.62109375
720 , 0.98828125
730 , 0.91015625
740 , 0.76953125
750 , 0.6484375
760 , 0.55078125
770 , 0.4609375
780 , 0.46875
790 , 0.3984375
800 , 0.33984375
810 , 0.2890625
820 , 0.23828125
830 , 0.19921875
840 , 0.25
850 , 0.2109375
860 , 0.1796875
870 , 0.1484375
880 , 0.12890625
890 , 0.109375
900 , 0.171875
910 , 0.140625
920 , 0.12109375
930 , 0.1015625
940 , 0.08984375
950 , 0.0703125
960 , 0.30078125
970 , 0.26171875
980 , 0.44140625
990 , 0.6796875
1000 , 0.73046875
1010 , 0.76953125
1020 , 0.9609375
1030 , 0.80859375
1040 , 0.69140625
1050 , 0.578125
1060 , 0.48828125
1070 , 0.41015625
1080 , 0.3515625
1090 , 0.37890625
1100 , 0.3203125
1110 , 0.26953125
1120 , 0.23046875
1130 , 0.19140625
1140 , 0.16015625
1150 , 0.140625
1160 , 0.109375
1170 , 0.26171875
1180 , 0.53125
1190 , 0.6015625
1200 , 0.80859375
1210 , 0.83984375
1220 , 0.87109375
1230 , 0.890625
1240 , 0.91015625
1250 , 0.921875
1260 , 0.78125
1270 , 0.66015625
1280 , 0.55859375
1290 , 0.46875
1300 , 0.3984375
1310 , 0.33984375
1320 , 0.28125
1330 , 0.23828125
1340 , 0.19921875
1350 , 0.55859375
1360 , 0.62890625
1370 , 0.69140625
1380 , 0.73046875
1390 , 0.859375
1400 , 0.87890625
1410 , 0.8984375
1420 , 0.91015625
1430 , 1.0703125
1440 , 1.05859375
1450 , 1.05078125
1460 , 1.0390625
1470 , 1.0390625
1480 , 1.03125
1490 , 1.03125
1500 , 1.01953125
1510 , 1.01953125
1520 , 1.01171875
1530 , 1.01171875
1540 , 1.16015625
1550 , 1.12890625
1560 , 1.109375
1570 , 1.23828125
1580 , 1.19921875
1590 , 1.171875
1600 , 0.98828125
1610 , 0.83984375
1620 , 0.7109375
1630 , 0.6015625
1640 , 0.51171875
1650 , 0.4296875
1660 , 0.359375
1670 , 0.30859375
1680 , 0.26171875
1690 , 0.21875
1700 , 0.1796875
1710 , 0.16015625
1720 , 0.12890625
1730 , 0.109375
1740 , 0.08984375
1750 , 0.078125
1760 , 0.0703125
1770 , 0.05859375
1780 , 0.19921875
1790 , 0.3984375
1800 , 0.48828125
1810 , 0.5703125
1820 , 0.80078125
1830 , 0.828125
1840 , 1.01953125
1850 , 1.01171875
1860 , 1.01171875
1870 , 1.01171875
1880 , 1.01171875
1890 , 1.0
1900 , 1.0
1910 , 1.0
1920 , 1.0
1930 , 1.0
