0 , 0
10 , 1
20 , 2
30 , 2
40 , 2
50 , 2
60 , 1
70 , 1
80 , 1
90 , 1
100 , 0
110 , 1
120 , 1
130 , 1
140 , 1
150 , 1
160 , 0
170 , 0
180 , 0
190 , 0
200 , 0
210 , 0
220 , 0
230 , 0
240 , 0
250 , 1
260 , 1
270 , 1
280 , 2
290 , 1
300 , 1
310 , 1
320 , 1
330 , 1
340 , 0
350 , 0
360 , 0
370 , 0
380 , 0
390 , 0
400 , 0
410 , 0
420 , 1
430 , 2
440 , 2
450 , 3
460 , 2
470 , 2
480 , 2
490 , 2
500 , 2
510 , 1
520 , 1
530 , 1
540 , 1
550 , 0
560 , 0
570 , 0
580 , 0
590 , 0
600 , 0
610 , 0
620 , 0
630 , 0
640 , 0
650 , 0
660 , 0
670 , 0
680 , 1
690 , 1
700 , 1
710 , 1
720 , 0
730 , 0
740 , 0
750 , 0
760 , 0
770 , 0
780 , 0
790 , 0
800 , 0
810 , 0
820 , 0
830 , 0
840 , 0
850 , 0
860 , 0
870 , 0
880 , 0
890 , 0
900 , 0
910 , 0
920 , 0
930 , 0
940 , 0
950 , 0
960 , 0
970 , 1
980 , 1
990 , 1
1000 , 1
1010 , 1
1020 , 0
1030 , 0
1040 , 0
1050 , 0
1060 , 0
1070 , 0
1080 , 0
1090 , 0
1100 , 0
1110 , 0
1120 , 0
1130 , 0
1140 , 0
1150 , 0
1160 , 0
1170 , 1
1180 , 1
1190 , 1
1200 , 2
1210 , 1
1220 , 1
1230 , 1
1240 , 1
1250 , 0
1260 , 0
1270 , 0
1280 , 0
1290 , 0
1300 , 0
1310 , 0
1320 , 0
1330 , 0
1340 , 1
1350 , 1
1360 , 1
1370 , 1
1380 , 1
1390 , 3
1400 , 3
1410 , 3
1420 , 3
1430 , 2
1440 , 3
1450 , 3
1460 , 3
1470 , 2
1480 , 2
1490 , 2
1500 , 2
1510 , 1
1520 , 2
1530 , 2
1540 , 2
1550 , 1
1560 , 1
1570 , 1
1580 , 1
1590 , 0
1600 , 0
1610 , 0
1620 , 0
1630 , 0
1640 , 0
1650 , 0
1660 , 0
1670 , 0
1680 , 0
1690 , 0
1700 , 0
1710 , 0
1720 , 0
1730 , 0
1740 , 0
1750 , 0
1760 , 0
1770 , 2
1780 , 3
1790 , 3
1800 , 3
1810 , 2
1820 , 2
1830 , 2
1840 , 2
1850 , 1
1860 , 1
1870 , 1
1880 , 1
1890 , 1
1900 , 1
1910 , 1
1920 , 1
1930 , 0
