0 , 0
10 , 1
20 , 1
30 , 1
40 , 1
50 , 1
60 , 1
70 , 1
80 , 1
90 , 1
100 , 1
110 , 1
120 , 1
130 , 0
140 , 0
150 , 0
160 , 0
170 , 0
180 , 0
190 , 0
200 , 0
210 , 0
220 , 0
230 , 0
240 , 0
250 , 0
260 , 0
270 , 1
280 , 1
290 , 1
300 , 1
310 , 0
320 , 0
330 , 2
340 , 2
350 , 2
360 , 3
370 , 2
380 , 2
390 , 3
400 , 3
410 , 2
420 , 2
430 , 2
440 , 2
450 , 1
460 , 1
470 , 1
480 , 1
490 , 0
500 , 0
510 , 0
520 , 0
530 , 0
540 , 0
550 , 0
560 , 0
570 , 0
580 , 0
590 , 0
600 , 0
610 , 1
620 , 1
630 , 1
640 , 1
650 , 1
660 , 0
670 , 0
680 , 0
690 , 0
700 , 0
710 , 1
720 , 1
730 , 1
740 , 2
750 , 2
760 , 1
770 , 1
780 , 2
790 , 2
800 , 1
810 , 1
820 , 1
830 , 1
840 , 0
850 , 0
860 , 0
870 , 1
880 , 1
890 , 1
900 , 2
910 , 2
920 , 1
930 , 1
940 , 1
950 , 1
960 , 0
970 , 0
980 , 0
990 , 0
1000 , 0
1010 , 0
1020 , 0
1030 , 1
1040 , 1
1050 , 1
1060 , 1
1070 , 1
1080 , 0
1090 , 0
1100 , 0
1110 , 1
1120 , 2
1130 , 2
1140 , 3
1150 , 2
1160 , 2
1170 , 3
1180 , 3
1190 , 3
1200 , 2
1210 , 2
1220 , 3
1230 , 2
1240 , 2
1250 , 3
1260 , 3
1270 , 2
1280 , 2
1290 , 2
1300 , 2
1310 , 2
1320 , 1
1330 , 1
1340 , 3
1350 , 3
1360 , 2
1370 , 3
1380 , 3
1390 , 3
1400 , 2
1410 , 2
1420 , 2
1430 , 2
1440 , 1
1450 , 1
1460 , 1
1470 , 2
1480 , 2
1490 , 2
1500 , 2
1510 , 2
1520 , 1
1530 , 1
1540 , 1
1550 , 1
1560 , 0
1570 , 0
1580 , 0
1590 , 0
1600 , 0
1610 , 0
1620 , 0
1630 , 0
1640 , 0
1650 , 0
1660 , 0
1670 , 1
1680 , 1
1690 , 1
1700 , 1
1710 , 1
1720 , 1
1730 , 1
1740 , 2
1750 , 1
1760 , 1
1770 , 1
1780 , 1
1790 , 0
1800 , 1
1810 , 1
1820 , 1
1830 , 1
1840 , 0
1850 , 0
1860 , 0
1870 , 0
1880 , 0
1890 , 0
1900 , 0
1910 , 0
1920 , 1
1930 , 1
1940 , 1
1950 , 1
1960 , 0
1960 , 0
